name,asciiname,country,geonameid
Logan City,Logan City,Australia,7281838
Carindale,Carindale,Australia,7281839
Parramatta,Parramatta,Australia,7281840
Ferntree Gully,Ferntree Gully,Australia,7281850
Adelaide Hills,Adelaide Hills,Australia,7302628
Canning Vale,Canning Vale,Australia,7302631
Glenmore Park,Glenmore Park,Australia,7302642
Southbank,Southbank,Australia,7302683
Docklands,Docklands,Australia,7521471
Helensvale,Helensvale,Australia,7576707
Elwood,Elwood,Australia,7932620
Balwyn North,Balwyn North,Australia,7932629
Malvern East,Malvern East,Australia,7932638
Brighton East,Brighton East,Australia,7932646
Redbank Plains,Redbank Plains,Australia,7932670
Labrador,Labrador,Australia,8012683
St Albans,St Albans,Australia,8015209
Endeavour Hills,Endeavour Hills,Australia,8347325
Kellyville,Kellyville,Australia,8347736
Taylors Lakes,Taylors Lakes,Australia,8347847
Cherrybrook,Cherrybrook,Australia,8347871
Roxburgh Park,Roxburgh Park,Australia,8347896
Prestons,Prestons,Australia,8347914
Wyndham Vale,Wyndham Vale,Australia,8348078
Ballajura,Ballajura,Australia,8348081
Willetton,Willetton,Australia,8348101
Glenwood,Glenwood,Australia,8348142
Cabramatta,Cabramatta,Australia,8348460
Campsie,Campsie,Australia,8348466
Casula,Casula,Australia,8348477
Cranebrook,Cranebrook,Australia,8348511
Greenacre,Greenacre,Australia,8348574
Greystanes,Greystanes,Australia,8348582
Ellenbrook,Ellenbrook,Australia,8348596
Alexandra Hills,Alexandra Hills,Australia,8348615
Calamvale,Calamvale,Australia,8348765
Yagoona,Yagoona,Australia,8348768
Highton,Highton,Australia,8348824
Pacific Pines,Pacific Pines,Australia,8348920
Robina,Robina,Australia,8348930
Paralowie,Paralowie,Australia,8349003
Baldivis,Baldivis,Australia,8349017
Dianella,Dianella,Australia,8349051
Duncraig,Duncraig,Australia,8349052
Morley,Morley,Australia,8349083
Thornlie,Thornlie,Australia,8349108
Landsdale,Landsdale,Australia,8349177
Punchbowl,Punchbowl,Australia,8349222
Parafield Gardens,Parafield Gardens,Australia,8349238
Hillside,Hillside,Australia,8349243
St Clair,St Clair,Australia,8349321
Kirwan,Kirwan,Australia,8349354
Bundoora,Bundoora,Australia,8349381
Forest Lake,Forest Lake,Australia,9957340
Sunnybank Hills,Sunnybank Hills,Australia,9957350
Rochedale South,Rochedale South,Australia,9958114
Keilor East,Keilor East,Australia,9972422
Cranbourne East,Cranbourne East,Australia,9972515
Cranbourne North,Cranbourne North,Australia,9972516
Cranbourne West,Cranbourne West,Australia,9972517
Narre Warren South,Narre Warren South,Australia,9972518
Dandenong North,Dandenong North,Australia,9972522
Frankston South,Frankston South,Australia,9972527
Sunshine West,Sunshine West,Australia,9972578
Altona Meadows,Altona Meadows,Australia,9972579
Taylors Hill,Taylors Hill,Australia,9972586
Hurstville,Hurstville,Australia,9972762
West Pennant Hills,West Pennant Hills,Australia,9972964
Melbourne City Centre,Melbourne City Centre,Australia,11523810
Adelaide city centre,Adelaide city centre,Australia,11523825
Wollongong city centre,Wollongong city centre,Australia,11523847
Tanki Leendert,Tanki Leendert,Aruba,3577072
San Nicolas,San Nicolas,Aruba,3577089
Oranjestad,Oranjestad,Aruba,3577154
Mariehamn,Mariehamn,Aland Islands,3041732
Xankandi,Xankandi,Azerbaijan,146970
Əhmədbəyli,Ahmadbayli,Azerbaijan,147059
Şuşa,Susa,Azerbaijan,147105
Salyan,Salyan,Azerbaijan,147271
Saatlı,Saatli,Azerbaijan,147288
Neftçala,Neftcala,Azerbaijan,147425
Nakhchivan,Nakhchivan,Azerbaijan,147429
Lankaran,Lankaran,Azerbaijan,147622
Imishli,Imishli,Azerbaijan,147982
Fizuli,Fizuli,Azerbaijan,148106
Jalilabad,Jalilabad,Azerbaijan,148290
Pushkino,Pushkino,Azerbaijan,148340
Beylagan,Beylagan,Azerbaijan,148354
Astara,Astara,Azerbaijan,148445
Şirvan,Sirvan,Azerbaijan,148565
Ağdam,Agdam,Azerbaijan,148619
Zaqatala,Zaqatala,Azerbaijan,584596
Zabrat,Zabrat,Azerbaijan,584614
Yevlakh,Yevlakh,Azerbaijan,584649
Göygöl,Goygol,Azerbaijan,584716
Xaçmaz,Xacmaz,Azerbaijan,584717
Ujar,Ujar,Azerbaijan,584791
Terter,Terter,Azerbaijan,584871
Sumqayıt,Sumqayit,Azerbaijan,584923
Qaraçuxur,Qaracuxur,Azerbaijan,585103
Shamkhor,Shamkhor,Azerbaijan,585152
Shamakhi,Shamakhi,Azerbaijan,585156
Sheki,Sheki,Azerbaijan,585170
Sabunçu,Sabuncu,Azerbaijan,585184
Sabirabad,Sabirabad,Azerbaijan,585187
Qusar,Qusar,Azerbaijan,585220
Quba,Quba,Azerbaijan,585221
Hacıqabul,Haciqabul,Azerbaijan,585225
Qazax,Qazax,Azerbaijan,585226
Hacı Zeynalabdin,Haci Zeynalabdin,Azerbaijan,585379
Mingelchaur,Mingelchaur,Azerbaijan,585514
Maştağa,Mastaga,Azerbaijan,585557
Mardakan,Mardakan,Azerbaijan,585568
Lokbatan,Lokbatan,Azerbaijan,585630
Kyurdarmir,Kyurdarmir,Azerbaijan,585763
Khirdalan,Khirdalan,Azerbaijan,585915
Yeni Suraxanı,Yeni Suraxani,Azerbaijan,586340
Göyçay,Goycay,Azerbaijan,586427
Hövsan,Hovsan,Azerbaijan,586429
Ganja,Ganja,Azerbaijan,586523
Divichibazar,Divichibazar,Azerbaijan,586763
Buzovna,Buzovna,Azerbaijan,586925
Biny Selo,Biny Selo,Azerbaijan,586968
Barda,Barda,Azerbaijan,587057
Bilajari,Bilajari,Azerbaijan,587078
Baku,Baku,Azerbaijan,587084
Amirdzhan,Amirdzhan,Azerbaijan,587261
Aghsu,Aghsu,Azerbaijan,587361
Ağdaş,Agdas,Azerbaijan,587378
Agdzhabedy,Agdzhabedy,Azerbaijan,587384
Bakıxanov,Bakixanov,Azerbaijan,824003
Zenica,Zenica,Bosnia and Herzegovina,3186573
Visoko,Visoko,Bosnia and Herzegovina,3187609
Velika Kladuša,Velika Kladusa,Bosnia and Herzegovina,3188225
Tuzla,Tuzla,Bosnia and Herzegovina,3188582
Trebinje,Trebinje,Bosnia and Herzegovina,3188893
Travnik,Travnik,Bosnia and Herzegovina,3188924
Sarajevo,Sarajevo,Bosnia and Herzegovina,3191281
Prijedor,Prijedor,Bosnia and Herzegovina,3192409
Mostar,Mostar,Bosnia and Herzegovina,3194828
Lukavac,Lukavac,Bosnia and Herzegovina,3196079
Gradačac,Gradacac,Bosnia and Herzegovina,3199744
Gračanica,Gracanica,Bosnia and Herzegovina,3199779
Goražde,Gorazde,Bosnia and Herzegovina,3200396
Doboj,Doboj,Bosnia and Herzegovina,3201984
Cazin,Cazin,Bosnia and Herzegovina,3202822
Bugojno,Bugojno,Bosnia and Herzegovina,3203099
Brčko,Brcko,Bosnia and Herzegovina,3203521
Bosanska Krupa,Bosanska Krupa,Bosnia and Herzegovina,3203653
Bijeljina,Bijeljina,Bosnia and Herzegovina,3204186
Bihać,Bihac,Bosnia and Herzegovina,3204222
Banja Luka,Banja Luka,Bosnia and Herzegovina,3204541
Konjic,Konjic,Bosnia and Herzegovina,3337476
Bridgetown,Bridgetown,Barbados,3374036
Thākurgaon,Thakurgaon,Bangladesh,1185092
Teknāf,Teknaf,Bangladesh,1185095
Tungi,Tungi,Bangladesh,1185098
Sylhet,Sylhet,Bangladesh,1185099
Dohār,Dohar,Bangladesh,1185100
Jamālpur,Jamalpur,Bangladesh,1185106
Shibganj,Shibganj,Bangladesh,1185107
Shibganj,Shibganj,Bangladesh,1185108
Sātkhira,Satkhira,Bangladesh,1185111
Sirajganj,Sirajganj,Bangladesh,1185115
Netrakona,Netrakona,Bangladesh,1185116
Narsingdi,Narsingdi,Bangladesh,1185117
Sandwīp,Sandwip,Bangladesh,1185120
Shāhzādpur,Shahzadpur,Bangladesh,1185121
Rāmganj,Ramganj,Bangladesh,1185127
Rājshāhi,Rajshahi,Bangladesh,1185128
Pirojpur,Pirojpur,Bangladesh,1185138
Panchagarh,Panchagarh,Bangladesh,1185141
Patiya,Patiya,Bangladesh,1185148
Parbatipur,Parbatipur,Bangladesh,1185149
Nārāyanganj,Narayanganj,Bangladesh,1185155
Nālchiti,Nalchiti,Bangladesh,1185156
Nāgarpur,Nagarpur,Bangladesh,1185159
Nageswari,Nageswari,Bangladesh,1185160
Mymensingh,Mymensingh,Bangladesh,1185162
Muktāgācha,Muktagacha,Bangladesh,1185164
Mirzāpur,Mirzapur,Bangladesh,1185165
Maulavi Bāzār,Maulavi Bazar,Bangladesh,1185166
Morrelgonj,Morrelgonj,Bangladesh,1185167
Mehendiganj,Mehendiganj,Bangladesh,1185171
Mathba,Mathba,Bangladesh,1185173
Lalmonirhat,Lalmonirhat,Bangladesh,1185181
Lākshām,Laksham,Bangladesh,1185183
Comilla,Comilla,Bangladesh,1185186
Rangpur,Rangpur,Bangladesh,1185188
Kushtia,Kushtia,Bangladesh,1185191
Kālīganj,Kaliganj,Bangladesh,1185199
Jhingergācha,Jhingergacha,Bangladesh,1185204
Joypur Hāt,Joypur Hat,Bangladesh,1185206
Ishurdi,Ishurdi,Bangladesh,1185207
Habiganj,Habiganj,Bangladesh,1185209
Gaurnadi,Gaurnadi,Bangladesh,1185210
Gafargaon,Gafargaon,Bangladesh,1185218
Feni,Feni,Bangladesh,1185224
Rāipur,Raipur,Bangladesh,1185236
Sarankhola,Sarankhola,Bangladesh,1185239
Dhaka,Dhaka,Bangladesh,1185241
Chilmāri,Chilmari,Bangladesh,1185247
Chhāgalnāiya,Chhagalnaiya,Bangladesh,1185249
Lālmohan,Lalmohan,Bangladesh,1185251
Khagrachhari,Khagrachhari,Bangladesh,1185252
Chhātak,Chhatak,Bangladesh,1185254
Bhātpāra Abhaynagar,Bhatpara Abhaynagar,Bangladesh,1185260
Bherāmāra,Bheramara,Bangladesh,1185262
Bhairab Bāzār,Bhairab Bazar,Bangladesh,1185263
Bāndarban,Bandarban,Bangladesh,1185270
Kālia,Kalia,Bangladesh,1185272
Baniachang,Baniachang,Bangladesh,1185274
Bājitpur,Bajitpur,Bangladesh,1185276
Bagerhat,Bagerhat,Bangladesh,1185281
Badarganj,Badarganj,Bangladesh,1185283
Narail,Narail,Bangladesh,1185293
Tungipāra,Tungipara,Bangladesh,1185920
Sonārgaon,Sonargaon,Bangladesh,1187530
Sarishābāri,Sarishabari,Bangladesh,1188569
Sakhipur,Sakhipur,Bangladesh,1189056
Raojān,Raojan,Bangladesh,1189638
Phultala,Phultala,Bangladesh,1191139
Pālang,Palang,Bangladesh,1191368
Pār Naogaon,Par Naogaon,Bangladesh,1192366
Nabīnagar,Nabinagar,Bangladesh,1193823
Lakshmīpur,Lakshmipur,Bangladesh,1196292
Kesabpur,Kesabpur,Bangladesh,1197895
Hājīganj,Hajiganj,Bangladesh,1201753
Farīdpur,Faridpur,Bangladesh,1203344
Dinājpur,Dinajpur,Bangladesh,1203891
Uttar Char Fasson,Uttar Char Fasson,Bangladesh,1205481
Chattogram,Chattogram,Bangladesh,1205733
Char Bhadrāsan,Char Bhadrasan,Bangladesh,1207047
Bera,Bera,Bangladesh,1209562
Burhānuddin,Burhanuddin,Bangladesh,1210565
Sātkania,Satkania,Bangladesh,1336133
Cox’s Bāzār,Cox's Bazar,Bangladesh,1336134
Khulna,Khulna,Bangladesh,1336135
Bhola,Bhola,Bangladesh,1336136
Barishal,Barishal,Bangladesh,1336137
Jessore,Jessore,Bangladesh,1336140
Pābna,Pabna,Bangladesh,1336143
Tāngāil,Tangail,Bangladesh,1336144
Bogra,Bogra,Bangladesh,1337233
Pīrgaaj,Pirgaaj,Bangladesh,1337239
Nawābganj,Nawabganj,Bangladesh,1337240
Madaripur,Madaripur,Bangladesh,1337245
Sherpur,Sherpur,Bangladesh,1337248
Kishorganj,Kishorganj,Bangladesh,1337249
Manikchari,Manikchari,Bangladesh,1462681
Bhāndāria,Bhandaria,Bangladesh,1477498
Bibir Hat,Bibir Hat,Bangladesh,6414184
Saidpur,Saidpur,Bangladesh,6545349
Puthia,Puthia,Bangladesh,7483743
Natore,Natore,Bangladesh,7483813
Azimpur,Azimpur,Bangladesh,7701354
Paotana Hat,Paotana Hat,Bangladesh,7926419
Paltan,Paltan,Bangladesh,9827976
Joymontop,Joymontop,Bangladesh,11609988
Zwijndrecht,Zwijndrecht,Belgium,2783081
Zwevegem,Zwevegem,Belgium,2783089
Zottegem,Zottegem,Belgium,2783175
Zonhoven,Zonhoven,Belgium,2783188
Zolder,Zolder,Belgium,2783197
Zemst,Zemst,Belgium,2783274
Zele,Zele,Belgium,2783293
Zedelgem,Zedelgem,Belgium,2783308
Zaventem,Zaventem,Belgium,2783310
Wondelgem,Wondelgem,Belgium,2783456
Woluwe-Saint-Lambert,Woluwe-Saint-Lambert,Belgium,2783476
Wilrijk,Wilrijk,Belgium,2783615
Willebroek,Willebroek,Belgium,2783632
Wevelgem,Wevelgem,Belgium,2783759
Wetteren,Wetteren,Belgium,2783763
Westerlo,Westerlo,Belgium,2783801
Wervik,Wervik,Belgium,2783820
Wavre,Wavre,Belgium,2783941
Watermael-Boitsfort,Watermael-Boitsfort,Belgium,2783979
Waterloo,Waterloo,Belgium,2783985
Waregem,Waregem,Belgium,2784068
Walcourt,Walcourt,Belgium,2784189
Visé,Vise,Belgium,2784548
Vilvoorde,Vilvoorde,Belgium,2784604
Verviers,Verviers,Belgium,2784821
Uccle,Uccle,Belgium,2785123
Turnhout,Turnhout,Belgium,2785141
Tubize,Tubize,Belgium,2785169
Tournai,Tournai,Belgium,2785341
Torhout,Torhout,Belgium,2785364
Tongeren,Tongeren,Belgium,2785389
Tienen,Tienen,Belgium,2785470
Tielt,Tielt,Belgium,2785476
Tessenderlo,Tessenderlo,Belgium,2785612
Tervuren,Tervuren,Belgium,2785622
Temse,Temse,Belgium,2785778
Stekene,Stekene,Belgium,2786087
Stabroek,Stabroek,Belgium,2786229
Soumagne,Soumagne,Belgium,2786344
Soignies,Soignies,Belgium,2786420
Sint-Truiden,Sint-Truiden,Belgium,2786545
Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Belgium,2786559
Sint-Niklaas,Sint-Niklaas,Belgium,2786578
Sint-Kruis,Sint-Kruis,Belgium,2786634
Sint-Katelijne-Waver,Sint-Katelijne-Waver,Belgium,2786641
Sint-Gillis-Waas,Sint-Gillis-Waas,Belgium,2786694
Sint-Genesius-Rode,Sint-Genesius-Rode,Belgium,2786700
Sint-Andries,Sint-Andries,Belgium,2786739
Sint-Amandsberg,Sint-Amandsberg,Belgium,2786743
Seraing,Seraing,Belgium,2786824
Schoten,Schoten,Belgium,2786963
Schilde,Schilde,Belgium,2787048
Schaerbeek,Schaerbeek,Belgium,2787149
Saint-Nicolas,Saint-Nicolas,Belgium,2787356
Saint-Josse-ten-Noode,Saint-Josse-ten-Noode,Belgium,2787387
Saint-Gilles,Saint-Gilles,Belgium,2787413
Saint-Ghislain,Saint-Ghislain,Belgium,2787416
Rotselaar,Rotselaar,Belgium,2787662
Ronse,Ronse,Belgium,2787769
Roeselare,Roeselare,Belgium,2787889
Rixensart,Rixensart,Belgium,2787989
Riemst,Riemst,Belgium,2788088
Ranst,Ranst,Belgium,2788348
Quaregnon,Quaregnon,Belgium,2788499
Puurs,Puurs,Belgium,2788506
Putte,Putte,Belgium,2788521
Poperinge,Poperinge,Belgium,2788726
Pont-à-Celles,Pont-a-Celles,Belgium,2788765
Péruwelz,Peruwelz,Belgium,2789162
Peer,Peer,Belgium,2789232
Overijse,Overijse,Belgium,2789413
Oupeye,Oupeye,Belgium,2789471
Oudenaarde,Oudenaarde,Belgium,2789529
Oostkamp,Oostkamp,Belgium,2789751
Ostend,Ostend,Belgium,2789786
Nivelles,Nivelles,Belgium,2790101
Ninove,Ninove,Belgium,2790114
Nijlen,Nijlen,Belgium,2790135
Neerpelt,Neerpelt,Belgium,2790357
Namur,Namur,Belgium,2790471
Mouscron,Mouscron,Belgium,2790595
Mortsel,Mortsel,Belgium,2790676
Morlanwelz-Mariemont,Morlanwelz-Mariemont,Belgium,2790697
Montignies-sur-Sambre,Montignies-sur-Sambre,Belgium,2790796
Mons,Mons,Belgium,2790869
Molenbeek-Saint-Jean,Molenbeek-Saint-Jean,Belgium,2791018
Mol,Mol,Belgium,2791067
Middelkerke,Middelkerke,Belgium,2791194
Merksem,Merksem,Belgium,2791301
Merelbeke,Merelbeke,Belgium,2791315
Menen,Menen,Belgium,2791343
Meise,Meise,Belgium,2791424
Mechelen-aan-de-Maas,Mechelen-aan-de-Maas,Belgium,2791534
Mechelen,Mechelen,Belgium,2791537
Mariakerke,Mariakerke,Belgium,2791700
Marcinelle,Marcinelle,Belgium,2791726
Marchienne-au-Pont,Marchienne-au-Pont,Belgium,2791735
Marche-en-Famenne,Marche-en-Famenne,Belgium,2791744
Manage,Manage,Belgium,2791814
Maldegem,Maldegem,Belgium,2791857
Maasmechelen,Maasmechelen,Belgium,2791961
Maaseik,Maaseik,Belgium,2791964
Louvain-la-Neuve,Louvain-la-Neuve,Belgium,2792073
Lommel,Lommel,Belgium,2792179
Lokeren,Lokeren,Belgium,2792196
Lochristi,Lochristi,Belgium,2792235
Lille,Lille,Belgium,2792360
Lier,Lier,Belgium,2792397
Liège,Liege,Belgium,2792413
Leuven,Leuven,Belgium,2792482
Lessines,Lessines,Belgium,2792567
Lede,Lede,Belgium,2793077
Lebbeke,Lebbeke,Belgium,2793144
Lanaken,Lanaken,Belgium,2793446
La Louvière,La Louviere,Belgium,2793508
Kortrijk,Kortrijk,Belgium,2794055
Kortenberg,Kortenberg,Belgium,2794070
Kontich,Kontich,Belgium,2794117
Koksijde,Koksijde,Belgium,2794166
Koersel,Koersel,Belgium,2794179
Koekelberg,Koekelberg,Belgium,2794190
Knokke-Heist,Knokke-Heist,Belgium,2794210
Kessel-Lo,Kessel-Lo,Belgium,2794507
Kasterlee,Kasterlee,Belgium,2794663
Kapellen,Kapellen,Belgium,2794730
Kalmthout,Kalmthout,Belgium,2794788
Jumet,Jumet,Belgium,2794860
Jette,Jette,Belgium,2794914
Jambes,Jambes,Belgium,2794981
Izegem,Izegem,Belgium,2795009
Ixelles,Ixelles,Belgium,2795011
Ieper,Ieper,Belgium,2795100
Huy,Huy,Belgium,2795113
Houthalen,Houthalen,Belgium,2795261
Hoogstraten,Hoogstraten,Belgium,2795398
Hoboken,Hoboken,Belgium,2795730
Heverlee,Heverlee,Belgium,2795783
Heusy,Heusy,Belgium,2795795
Heusden,Heusden,Belgium,2795800
Herzele,Herzele,Belgium,2795908
Herve,Herve,Belgium,2795912
Herstal,Herstal,Belgium,2795930
Herentals,Herentals,Belgium,2796009
Herent,Herent,Belgium,2796012
Helchteren,Helchteren,Belgium,2796132
Heist-op-den-Berg,Heist-op-den-Berg,Belgium,2796153
Hasselt,Hasselt,Belgium,2796491
Harelbeke,Harelbeke,Belgium,2796542
Hamme,Hamme,Belgium,2796637
Halle,Halle,Belgium,2796696
Haaltert,Haaltert,Belgium,2796833
Grivegnée,Grivegnee,Belgium,2797096
Grimbergen,Grimbergen,Belgium,2797114
Gilly,Gilly,Belgium,2797532
Geraardsbergen,Geraardsbergen,Belgium,2797638
Gentbrugge,Gentbrugge,Belgium,2797652
Gent,Gent,Belgium,2797656
Genk,Genk,Belgium,2797670
Gembloux,Gembloux,Belgium,2797713
Geel,Geel,Belgium,2797779
Ganshoren,Ganshoren,Belgium,2797844
Frameries,Frameries,Belgium,2798023
Forest,Forest,Belgium,2798139
Fleurus,Fleurus,Belgium,2798297
Fléron,Fleron,Belgium,2798301
Flémalle-Haute,Flemalle-Haute,Belgium,2798307
Evergem,Evergem,Belgium,2798551
Evere,Evere,Belgium,2798554
Eupen,Eupen,Belgium,2798573
Etterbeek,Etterbeek,Belgium,2798578
Ekeren,Ekeren,Belgium,2798873
Eeklo,Eeklo,Belgium,2798987
Edegem,Edegem,Belgium,2799007
Duffel,Duffel,Belgium,2799090
Dour,Dour,Belgium,2799226
Dilbeek,Dilbeek,Belgium,2799365
Diksmuide,Diksmuide,Belgium,2799369
Diest,Diest,Belgium,2799397
Diepenbeek,Diepenbeek,Belgium,2799412
Deurne,Deurne,Belgium,2799478
Destelbergen,Destelbergen,Belgium,2799496
Dendermonde,Dendermonde,Belgium,2799645
Denderleeuw,Denderleeuw,Belgium,2799647
Deinze,Deinze,Belgium,2799746
Courcelles,Courcelles,Belgium,2800063
Colfontaine,Colfontaine,Belgium,2800220
Chaudfontaine,Chaudfontaine,Belgium,2800438
Châtelineau,Chatelineau,Belgium,2800445
Châtelet,Chatelet,Belgium,2800448
Chasse Royale,Chasse Royale,Belgium,2800461
Charleroi,Charleroi,Belgium,2800481
Brussels,Brussels,Belgium,2800866
Brugge,Brugge,Belgium,2800931
Brasschaat,Brasschaat,Belgium,2801117
Braine-le-Comte,Braine-le-Comte,Belgium,2801150
Braine-l'Alleud,Braine-l'Alleud,Belgium,2801154
Boussu,Boussu,Belgium,2801226
Bornem,Bornem,Belgium,2801447
Borgerhout,Borgerhout,Belgium,2801471
Boom,Boom,Belgium,2801494
Blauwput,Blauwput,Belgium,2801824
Blankenberge,Blankenberge,Belgium,2801858
Binche,Binche,Belgium,2801922
Bilzen,Bilzen,Belgium,2801924
Beveren,Beveren,Belgium,2802031
Bevere,Bevere,Belgium,2802039
Beringen,Beringen,Belgium,2802170
Berchem-Sainte-Agathe,Berchem-Sainte-Agathe,Belgium,2802247
Berchem,Berchem,Belgium,2802249
Beersel,Beersel,Belgium,2802433
Beerse,Beerse,Belgium,2802435
Balen,Balen,Belgium,2802743
Auderghem,Auderghem,Belgium,2802960
Ath,Ath,Belgium,2803010
Assebroek,Assebroek,Belgium,2803030
Asse,Asse,Belgium,2803033
Arlon,Arlon,Belgium,2803073
Antwerpen,Antwerpen,Belgium,2803138
Ans,Ans,Belgium,2803160
Anderlecht,Anderlecht,Belgium,2803201
Andenne,Andenne,Belgium,2803204
Aarschot,Aarschot,Belgium,2803429
Aalter,Aalter,Belgium,2803443
Aalst,Aalst,Belgium,2803448
Zorgo,Zorgo,Burkina Faso,2353197
Yako,Yako,Burkina Faso,2353688
Tougan,Tougan,Burkina Faso,2354176
Titao,Titao,Burkina Faso,2354349
Tenkodogo,Tenkodogo,Burkina Faso,2354675
Réo,Reo,Burkina Faso,2356228
Pô,Po,Burkina Faso,2356454
Ouahigouya,Ouahigouya,Burkina Faso,2357043
Ouagadougou,Ouagadougou,Burkina Faso,2357048
Nouna,Nouna,Burkina Faso,2357163
Manga,Manga,Burkina Faso,2358100
Léo,Leo,Burkina Faso,2358382
Koupéla,Koupela,Burkina Faso,2358738
Koudougou,Koudougou,Burkina Faso,2358946
Kongoussi,Kongoussi,Burkina Faso,2359142
Kombissiri,Kombissiri,Burkina Faso,2359227
Kokologo,Kokologo,Burkina Faso,2359317
Kaya,Kaya,Burkina Faso,2359608
Houndé,Hounde,Burkina Faso,2360073
Gourcy,Gourcy,Burkina Faso,2360238
Garango,Garango,Burkina Faso,2360615
Fada N'gourma,Fada N'gourma,Burkina Faso,2360886
Dori,Dori,Burkina Faso,2361082
Djibo,Djibo,Burkina Faso,2361177
Diapaga,Diapaga,Burkina Faso,2361373
Dédougou,Dedougou,Burkina Faso,2361477
Boussé,Bousse,Burkina Faso,2361845
Boulsa,Boulsa,Burkina Faso,2361946
Bobo-Dioulasso,Bobo-Dioulasso,Burkina Faso,2362344
Banfora,Banfora,Burkina Faso,2362909
Yambol,Yambol,Bulgaria,725578
Vratsa,Vratsa,Bulgaria,725712
Vidin,Vidin,Bulgaria,725905
Velingrad,Velingrad,Bulgaria,725988
Veliko Tŭrnovo,Veliko Turnovo,Bulgaria,725993
Varna,Varna,Bulgaria,726050
Targovishte,Targovishte,Bulgaria,726174
Troyan,Troyan,Bulgaria,726320
Dobrich,Dobrich,Bulgaria,726418
Svishtov,Svishtov,Bulgaria,726534
Svilengrad,Svilengrad,Bulgaria,726546
Stara Zagora,Stara Zagora,Bulgaria,726848
Dupnitsa,Dupnitsa,Bulgaria,726872
Sofia,Sofia,Bulgaria,727011
Smolyan,Smolyan,Bulgaria,727030
Sliven,Sliven,Bulgaria,727079
Silistra,Silistra,Bulgaria,727221
Shumen,Shumen,Bulgaria,727233
Sevlievo,Sevlievo,Bulgaria,727337
Sandanski,Sandanski,Bulgaria,727447
